FlightNum,CarrierName,Origin,Destination,ScheduledTravelTime,ActualTravelTime,Discrepancy,CarrierCode,Rank
9704,Air France,ORD,DEN,840.0,875.0,35.0,AF,571
3576,Air France,DFW,SEA,420.0,385.0,35.0,AF,572
2626,Air France,ORD,JFK,120.0,85.0,35.0,AF,573
5320,Air France,ORD,LAX,300.0,265.0,35.0,AF,574
7072,Air France,DFW,ATL,660.0,626.0,34.0,AF,575
8327,Air France,BOS,SEA,780.0,814.0,34.0,AF,576
7403,Air France,MIA,DEN,900.0,866.0,34.0,AF,577
4792,Air France,MIA,SEA,780.0,814.0,34.0,AF,578
7041,Air France,ORD,LAX,420.0,454.0,34.0,AF,579
7787,Air France,JFK,DFW,720.0,754.0,34.0,AF,580
2107,Air France,LAX,SEA,660.0,694.0,34.0,AF,581
8605,Air France,MIA,JFK,660.0,626.0,34.0,AF,582
9951,Air France,LAX,BOS,420.0,386.0,34.0,AF,583
3950,Air France,MIA,DFW,480.0,446.0,34.0,AF,584
7634,Air France,JFK,SEA,360.0,327.0,33.0,AF,585
4105,Air France,BOS,LAX,660.0,627.0,33.0,AF,586
6153,Air France,ORD,ATL,360.0,327.0,33.0,AF,587
9271,Air France,BOS,SFO,540.0,507.0,33.0,AF,588
5102,Air France,MIA,ORD,540.0,507.0,33.0,AF,589
9339,Air France,JFK,ATL,180.0,147.0,33.0,AF,590
7654,Air France,SEA,DFW,840.0,873.0,33.0,AF,591
2003,Air France,LAX,BOS,840.0,873.0,33.0,AF,592
9660,Air France,SFO,ORD,900.0,933.0,33.0,AF,593
3715,Air France,JFK,DEN,600.0,567.0,33.0,AF,594
4094,Air France,BOS,SFO,360.0,393.0,33.0,AF,595
7574,Air France,MIA,SEA,480.0,512.0,32.0,AF,596
6449,Air France,SEA,BOS,720.0,752.0,32.0,AF,597
5612,Air France,MIA,DEN,660.0,628.0,32.0,AF,598
9029,Air France,DEN,JFK,420.0,452.0,32.0,AF,599
1309,Air France,ORD,ATL,360.0,392.0,32.0,AF,600
3235,Air France,BOS,MIA,480.0,512.0,32.0,AF,601
7870,Air France,ORD,JFK,540.0,508.0,32.0,AF,602
5938,Air France,SFO,DFW,600.0,568.0,32.0,AF,603
4955,Air France,ORD,DFW,360.0,328.0,32.0,AF,604
7360,Air France,DFW,MIA,180.0,212.0,32.0,AF,605
8272,Air France,MIA,DFW,360.0,392.0,32.0,AF,606
2871,Air France,DFW,MIA,300.0,332.0,32.0,AF,607
2403,Air France,ATL,JFK,600.0,632.0,32.0,AF,608
8445,Air France,LAX,ORD,540.0,572.0,32.0,AF,609
7815,Air France,JFK,DFW,780.0,749.0,31.0,AF,610
2494,Air France,ATL,ORD,240.0,209.0,31.0,AF,611
5959,Air France,DFW,DEN,900.0,869.0,31.0,AF,612
3022,Air France,DFW,SFO,780.0,750.0,30.0,AF,613
5688,Air France,SFO,JFK,480.0,450.0,30.0,AF,614
7925,Air France,SEA,BOS,360.0,330.0,30.0,AF,615
5900,Air France,SEA,SFO,240.0,270.0,30.0,AF,616
3092,Air France,ATL,SEA,420.0,390.0,30.0,AF,617
7692,Air France,JFK,SEA,540.0,570.0,30.0,AF,618
9404,Air France,MIA,DFW,420.0,450.0,30.0,AF,619
3008,Air France,SEA,LAX,720.0,750.0,30.0,AF,620
9089,Air France,DEN,JFK,360.0,330.0,30.0,AF,621
1591,Air France,ORD,DFW,240.0,210.0,30.0,AF,622
4192,Air France,LAX,MIA,600.0,629.0,29.0,AF,623
1814,Air France,JFK,LAX,540.0,511.0,29.0,AF,624
1031,Air France,ORD,DFW,600.0,571.0,29.0,AF,625
6530,Air France,BOS,ORD,360.0,331.0,29.0,AF,626
2416,Air France,ORD,JFK,420.0,449.0,29.0,AF,627
5103,Air France,SFO,LAX,600.0,629.0,29.0,AF,628
3407,Air France,MIA,JFK,600.0,571.0,29.0,AF,629
3033,Air France,SEA,BOS,900.0,872.0,28.0,AF,630
5340,Air France,DEN,ATL,780.0,808.0,28.0,AF,631
8122,Air France,DFW,MIA,420.0,448.0,28.0,AF,632
2949,Air France,JFK,LAX,240.0,268.0,28.0,AF,633
4598,Air France,BOS,DFW,600.0,572.0,28.0,AF,634
8863,Air France,MIA,SFO,540.0,512.0,28.0,AF,635
8612,Air France,DFW,MIA,660.0,688.0,28.0,AF,636
7576,Air France,SEA,DFW,600.0,628.0,28.0,AF,637
9305,Air France,BOS,ATL,900.0,928.0,28.0,AF,638
1721,Air France,MIA,SFO,900.0,928.0,28.0,AF,639
6031,Air France,ORD,BOS,540.0,513.0,27.0,AF,640
6717,Air France,SEA,LAX,900.0,927.0,27.0,AF,641
2086,Air France,MIA,LAX,420.0,394.0,26.0,AF,642
1255,Air France,JFK,ORD,420.0,394.0,26.0,AF,643
6923,Air France,SFO,ORD,660.0,686.0,26.0,AF,644
7373,Air France,ORD,ATL,180.0,155.0,25.0,AF,645
1403,Air France,SFO,LAX,240.0,215.0,25.0,AF,646
5478,Air France,BOS,MIA,480.0,455.0,25.0,AF,647
4749,Air France,BOS,ORD,540.0,565.0,25.0,AF,648
4349,Air France,DFW,LAX,480.0,455.0,25.0,AF,649
6241,Air France,ORD,DFW,540.0,565.0,25.0,AF,650
7093,Air France,DEN,LAX,840.0,815.0,25.0,AF,651
5840,Air France,DEN,SFO,120.0,144.0,24.0,AF,652
3416,Air France,DFW,LAX,360.0,384.0,24.0,AF,653
6759,Air France,SEA,DEN,480.0,504.0,24.0,AF,654
5332,Air France,SEA,DFW,840.0,864.0,24.0,AF,655
1630,Air France,DFW,SFO,660.0,636.0,24.0,AF,656
7733,Air France,LAX,SEA,600.0,624.0,24.0,AF,657
5137,Air France,DFW,DEN,720.0,744.0,24.0,AF,658
7946,Air France,DFW,SEA,360.0,336.0,24.0,AF,659
5892,Air France,JFK,BOS,240.0,263.0,23.0,AF,660
3374,Air France,ATL,ORD,300.0,277.0,23.0,AF,661
8171,Air France,ATL,LAX,780.0,803.0,23.0,AF,662
2061,Air France,BOS,ATL,180.0,157.0,23.0,AF,663
5054,Air France,ORD,MIA,900.0,923.0,23.0,AF,664
9406,Air France,LAX,ATL,180.0,203.0,23.0,AF,665
4911,Air France,SEA,BOS,540.0,563.0,23.0,AF,666
6791,Air France,MIA,SEA,300.0,322.0,22.0,AF,667
2992,Air France,MIA,DFW,180.0,202.0,22.0,AF,668
8226,Air France,SEA,LAX,120.0,142.0,22.0,AF,669
6514,Air France,SEA,JFK,420.0,398.0,22.0,AF,670
6115,Air France,SFO,BOS,360.0,338.0,22.0,AF,671
9930,Air France,LAX,DFW,420.0,442.0,22.0,AF,672
6624,Air France,ATL,SEA,600.0,578.0,22.0,AF,673
5442,Air France,BOS,MIA,900.0,879.0,21.0,AF,674
7858,Air France,DFW,ORD,780.0,759.0,21.0,AF,675
8670,Air France,MIA,ATL,360.0,381.0,21.0,AF,676
8453,Air France,SFO,DEN,840.0,861.0,21.0,AF,677
9389,Air France,LAX,SEA,480.0,459.0,21.0,AF,678
5417,Air France,DFW,MIA,840.0,861.0,21.0,AF,679
8430,Air France,SEA,ORD,720.0,741.0,21.0,AF,680
3639,Air France,MIA,DEN,240.0,261.0,21.0,AF,681
9659,Air France,ATL,MIA,300.0,321.0,21.0,AF,682
2649,Air France,LAX,DEN,900.0,921.0,21.0,AF,683
3667,Air France,SEA,SFO,300.0,321.0,21.0,AF,684
8369,Air France,SFO,MIA,480.0,501.0,21.0,AF,685
5974,Air France,ORD,DFW,540.0,560.0,20.0,AF,686
7416,Air France,SEA,ATL,480.0,460.0,20.0,AF,687
3727,Air France,JFK,SFO,480.0,500.0,20.0,AF,688
8291,Air France,DEN,SEA,300.0,280.0,20.0,AF,689
3868,Air France,SFO,MIA,840.0,860.0,20.0,AF,690
7092,Air France,DFW,LAX,780.0,800.0,20.0,AF,691
6385,Air France,ORD,JFK,600.0,580.0,20.0,AF,692
6941,Air France,DFW,SFO,480.0,500.0,20.0,AF,693
3916,Air France,DFW,BOS,540.0,559.0,19.0,AF,694
9231,Air France,ATL,SFO,120.0,101.0,19.0,AF,695
7470,Air France,MIA,JFK,600.0,581.0,19.0,AF,696
6160,Air France,ATL,JFK,660.0,679.0,19.0,AF,697
4292,Air France,DEN,SFO,780.0,799.0,19.0,AF,698
3961,Air France,SFO,JFK,180.0,199.0,19.0,AF,699
9497,Air France,ATL,DFW,420.0,439.0,19.0,AF,700
6915,Air France,BOS,ORD,600.0,581.0,19.0,AF,701
6065,Air France,MIA,JFK,840.0,821.0,19.0,AF,702
5171,Air France,ATL,DFW,840.0,821.0,19.0,AF,703
1000,Air France,DFW,DEN,180.0,161.0,19.0,AF,704
6141,Air France,SEA,JFK,240.0,222.0,18.0,AF,705
3575,Air France,BOS,JFK,120.0,102.0,18.0,AF,706
4408,Air France,DEN,SEA,240.0,222.0,18.0,AF,707
1897,Air France,SEA,DEN,300.0,282.0,18.0,AF,708
2480,Air France,BOS,ATL,240.0,258.0,18.0,AF,709
2272,Air France,DFW,JFK,660.0,678.0,18.0,AF,710
8623,Air France,LAX,ATL,720.0,738.0,18.0,AF,711
6323,Air France,LAX,ORD,360.0,378.0,18.0,AF,712
6358,Air France,SEA,MIA,120.0,138.0,18.0,AF,713
9150,Air France,JFK,BOS,360.0,378.0,18.0,AF,714
4375,Air France,SEA,DFW,300.0,282.0,18.0,AF,715
3527,Air France,JFK,LAX,180.0,198.0,18.0,AF,716
4319,Air France,LAX,JFK,420.0,438.0,18.0,AF,717
1612,Air France,SEA,SFO,180.0,198.0,18.0,AF,718
9929,Air France,JFK,DFW,360.0,378.0,18.0,AF,719
3421,Air France,SFO,MIA,840.0,857.0,17.0,AF,720
5853,Air France,ATL,SFO,600.0,583.0,17.0,AF,721
7527,Air France,DEN,ORD,300.0,317.0,17.0,AF,722
5331,Air France,DEN,SEA,660.0,643.0,17.0,AF,723
2614,Air France,SFO,DFW,360.0,377.0,17.0,AF,724
4099,Air France,MIA,JFK,900.0,883.0,17.0,AF,725
3443,Air France,BOS,DEN,540.0,523.0,17.0,AF,726
1284,Air France,BOS,SFO,540.0,523.0,17.0,AF,727
4268,Air France,ATL,SFO,360.0,377.0,17.0,AF,728
4903,Air France,BOS,ORD,420.0,403.0,17.0,AF,729
6405,Air France,MIA,ORD,300.0,317.0,17.0,AF,730
3451,Air France,DFW,ATL,180.0,197.0,17.0,AF,731
8782,Air France,ATL,SFO,900.0,916.0,16.0,AF,732
8224,Air France,LAX,DEN,420.0,404.0,16.0,AF,733
6767,Air France,SFO,LAX,420.0,436.0,16.0,AF,734
1312,Air France,LAX,DFW,540.0,556.0,16.0,AF,735
8416,Air France,LAX,ORD,240.0,224.0,16.0,AF,736
2496,Air France,BOS,DFW,360.0,344.0,16.0,AF,737
2659,Air France,MIA,ATL,480.0,464.0,16.0,AF,738
2014,Air France,LAX,JFK,840.0,824.0,16.0,AF,739
7903,Air France,MIA,SFO,300.0,284.0,16.0,AF,740
2177,Air France,SFO,SEA,480.0,464.0,16.0,AF,741
1024,Air France,LAX,JFK,240.0,255.0,15.0,AF,742
6005,Air France,DEN,ATL,780.0,795.0,15.0,AF,743
5730,Air France,DFW,LAX,780.0,765.0,15.0,AF,744
9326,Air France,SEA,BOS,840.0,825.0,15.0,AF,745
8284,Air France,JFK,ATL,120.0,135.0,15.0,AF,746
6532,Air France,ORD,BOS,180.0,195.0,15.0,AF,747
5711,Air France,LAX,SFO,600.0,615.0,15.0,AF,748
1269,Air France,SEA,MIA,480.0,465.0,15.0,AF,749
5759,Air France,SEA,BOS,420.0,434.0,14.0,AF,750
6462,Air France,SEA,MIA,660.0,646.0,14.0,AF,751
7590,Air France,ORD,ATL,600.0,614.0,14.0,AF,752
3558,Air France,SEA,DFW,540.0,554.0,14.0,AF,753
8815,Air France,LAX,DFW,300.0,286.0,14.0,AF,754
5650,Air France,SEA,ORD,300.0,314.0,14.0,AF,755
2396,Air France,SEA,DFW,780.0,794.0,14.0,AF,756
3040,Air France,MIA,DEN,360.0,346.0,14.0,AF,757
9470,Air France,DFW,LAX,420.0,406.0,14.0,AF,758
6719,Air France,JFK,SEA,360.0,374.0,14.0,AF,759
3372,Air France,LAX,DEN,300.0,286.0,14.0,AF,760
7310,Air France,MIA,JFK,780.0,794.0,14.0,AF,761
2033,Air France,SEA,SFO,900.0,914.0,14.0,AF,762
4923,Air France,JFK,LAX,240.0,254.0,14.0,AF,763
1701,Air France,LAX,JFK,180.0,193.0,13.0,AF,764
3855,Air France,DEN,SEA,300.0,313.0,13.0,AF,765
1739,Air France,LAX,DEN,300.0,313.0,13.0,AF,766
9171,Air France,MIA,SFO,600.0,587.0,13.0,AF,767
6190,Air France,DEN,MIA,600.0,587.0,13.0,AF,768
1741,Air France,SFO,JFK,480.0,467.0,13.0,AF,769
9335,Air France,ATL,ORD,420.0,433.0,13.0,AF,770
8581,Air France,BOS,DFW,660.0,647.0,13.0,AF,771
4698,Air France,SEA,MIA,240.0,227.0,13.0,AF,772
1127,Air France,MIA,ATL,900.0,913.0,13.0,AF,773
5778,Air France,JFK,SEA,360.0,373.0,13.0,AF,774
8524,Air France,ATL,JFK,180.0,193.0,13.0,AF,775
6927,Air France,SFO,LAX,480.0,492.0,12.0,AF,776
7640,Air France,LAX,ATL,420.0,432.0,12.0,AF,777
3821,Air France,DFW,SFO,360.0,372.0,12.0,AF,778
8500,Air France,LAX,BOS,360.0,372.0,12.0,AF,779
9543,Air France,MIA,BOS,360.0,348.0,12.0,AF,780
2613,Air France,BOS,JFK,780.0,791.0,11.0,AF,781
6792,Air France,MIA,ATL,780.0,769.0,11.0,AF,782
1749,Air France,ORD,JFK,180.0,169.0,11.0,AF,783
7351,Air France,BOS,DFW,720.0,709.0,11.0,AF,784
5757,Air France,DFW,SFO,240.0,229.0,11.0,AF,785
5760,Air France,LAX,DFW,720.0,709.0,11.0,AF,786
4862,Air France,DEN,SFO,900.0,911.0,11.0,AF,787
9403,Air France,MIA,BOS,540.0,551.0,11.0,AF,788
4531,Air France,ORD,ATL,600.0,589.0,11.0,AF,789
7107,Air France,DFW,SFO,300.0,290.0,10.0,AF,790
6658,Air France,SEA,DFW,420.0,430.0,10.0,AF,791
6494,Air France,ATL,DFW,660.0,650.0,10.0,AF,792
3769,Air France,SFO,MIA,600.0,590.0,10.0,AF,793
3473,Air France,ORD,SFO,720.0,730.0,10.0,AF,794
9125,Air France,SFO,ORD,300.0,290.0,10.0,AF,795
4850,Air France,MIA,DEN,300.0,310.0,10.0,AF,796
1315,Air France,ATL,LAX,660.0,651.0,9.0,AF,797
7003,Air France,BOS,DFW,600.0,609.0,9.0,AF,798
7661,Air France,JFK,MIA,180.0,171.0,9.0,AF,799
5752,Air France,DFW,MIA,600.0,591.0,9.0,AF,800
5954,Air France,DFW,MIA,360.0,351.0,9.0,AF,801
9234,Air France,ORD,MIA,720.0,729.0,9.0,AF,802
7788,Air France,SEA,SFO,240.0,231.0,9.0,AF,803
2458,Air France,SEA,ORD,120.0,111.0,9.0,AF,804
8697,Air France,SEA,DEN,420.0,429.0,9.0,AF,805
1549,Air France,DFW,BOS,120.0,129.0,9.0,AF,806
1679,Air France,JFK,ATL,120.0,111.0,9.0,AF,807
7183,Air France,ORD,BOS,660.0,669.0,9.0,AF,808
3196,Air France,LAX,JFK,720.0,711.0,9.0,AF,809
3136,Air France,JFK,SEA,120.0,111.0,9.0,AF,810
2687,Air France,SFO,BOS,480.0,471.0,9.0,AF,811
9633,Air France,BOS,SEA,420.0,428.0,8.0,AF,812
8229,Air France,ATL,DEN,840.0,848.0,8.0,AF,813
2188,Air France,ORD,JFK,540.0,532.0,8.0,AF,814
5286,Air France,DFW,BOS,660.0,652.0,8.0,AF,815
9682,Air France,MIA,LAX,780.0,772.0,8.0,AF,816
9754,Air France,JFK,ORD,660.0,668.0,8.0,AF,817
2264,Air France,BOS,DEN,600.0,592.0,8.0,AF,818
3246,Air France,DEN,ATL,780.0,788.0,8.0,AF,819
1317,Air France,SFO,LAX,240.0,248.0,8.0,AF,820
5269,Air France,SFO,DFW,780.0,772.0,8.0,AF,821
5572,Air France,DEN,LAX,240.0,232.0,8.0,AF,822
6509,Air France,BOS,DEN,240.0,232.0,8.0,AF,823
6196,Air France,BOS,ORD,120.0,112.0,8.0,AF,824
5844,Air France,LAX,SFO,120.0,112.0,8.0,AF,825
1357,Air France,SEA,JFK,540.0,532.0,8.0,AF,826
8819,Air France,JFK,DFW,480.0,487.0,7.0,AF,827
9198,Air France,JFK,ORD,720.0,713.0,7.0,AF,828
8951,Air France,ORD,BOS,300.0,307.0,7.0,AF,829
8305,Air France,JFK,MIA,600.0,607.0,7.0,AF,830
6296,Air France,SFO,BOS,720.0,727.0,7.0,AF,831
2073,Air France,BOS,ATL,180.0,187.0,7.0,AF,832
4475,Air France,DFW,SEA,840.0,847.0,7.0,AF,833
7882,Air France,DFW,SEA,300.0,293.0,7.0,AF,834
2961,Air France,DFW,ORD,720.0,713.0,7.0,AF,835
2742,Air France,ORD,ATL,300.0,307.0,7.0,AF,836
3427,Air France,DFW,BOS,720.0,727.0,7.0,AF,837
7218,Air France,ORD,SEA,900.0,907.0,7.0,AF,838
6877,Air France,SFO,DFW,360.0,353.0,7.0,AF,839
8722,Air France,SFO,ORD,660.0,653.0,7.0,AF,840
9852,Air France,SFO,DFW,480.0,473.0,7.0,AF,841
9421,Air France,ORD,SFO,600.0,606.0,6.0,AF,842
7034,Air France,MIA,BOS,720.0,726.0,6.0,AF,843
9824,Air France,ORD,SEA,780.0,786.0,6.0,AF,844
9958,Air France,BOS,DEN,180.0,186.0,6.0,AF,845
3423,Air France,ORD,DEN,720.0,714.0,6.0,AF,846
2151,Air France,SEA,BOS,300.0,306.0,6.0,AF,847
2548,Air France,BOS,ATL,360.0,354.0,6.0,AF,848
2578,Air France,ATL,JFK,420.0,426.0,6.0,AF,849
3886,Air France,SEA,ORD,840.0,834.0,6.0,AF,850
3064,Air France,ATL,SEA,420.0,426.0,6.0,AF,851
6521,Air France,SEA,MIA,600.0,606.0,6.0,AF,852
3909,Air France,SFO,SEA,840.0,834.0,6.0,AF,853
1534,Air France,LAX,SEA,780.0,786.0,6.0,AF,854
7223,Air France,DFW,ATL,720.0,726.0,6.0,AF,855
1554,Air France,ORD,DFW,180.0,186.0,6.0,AF,856
2782,Air France,ORD,LAX,180.0,185.0,5.0,AF,857
2022,Air France,LAX,BOS,420.0,415.0,5.0,AF,858
8287,Air France,ORD,DFW,180.0,185.0,5.0,AF,859
6934,Air France,ORD,DEN,240.0,245.0,5.0,AF,860
6019,Air France,ORD,BOS,180.0,185.0,5.0,AF,861
7864,Air France,SFO,SEA,420.0,425.0,5.0,AF,862
4256,Air France,BOS,LAX,120.0,115.0,5.0,AF,863
4140,Air France,DEN,SEA,660.0,665.0,5.0,AF,864
8845,Air France,JFK,ATL,120.0,124.0,4.0,AF,865
4926,Air France,LAX,BOS,600.0,596.0,4.0,AF,866
2760,Air France,SFO,ATL,480.0,476.0,4.0,AF,867
5878,Air France,JFK,LAX,780.0,784.0,4.0,AF,868
8009,Air France,JFK,LAX,600.0,596.0,4.0,AF,869
2701,Air France,ORD,JFK,780.0,784.0,4.0,AF,870
9772,Air France,ATL,DFW,240.0,236.0,4.0,AF,871
6676,Air France,ORD,LAX,720.0,724.0,4.0,AF,872
3392,Air France,DEN,DFW,660.0,664.0,4.0,AF,873
9932,Air France,SEA,DFW,540.0,544.0,4.0,AF,874
5841,Air France,DEN,SEA,120.0,116.0,4.0,AF,875
4452,Air France,DEN,DFW,780.0,776.0,4.0,AF,876
8422,Air France,SEA,ORD,240.0,244.0,4.0,AF,877
9449,Air France,LAX,JFK,540.0,544.0,4.0,AF,878
2746,Air France,ATL,DEN,240.0,243.0,3.0,AF,879
9035,Air France,DFW,ORD,420.0,423.0,3.0,AF,880
1960,Air France,SEA,DEN,300.0,303.0,3.0,AF,881
2202,Air France,JFK,BOS,780.0,777.0,3.0,AF,882
1057,Air France,BOS,MIA,780.0,783.0,3.0,AF,883
3969,Air France,ORD,ATL,180.0,177.0,3.0,AF,884
4118,Air France,ORD,SFO,660.0,663.0,3.0,AF,885
6677,Air France,DFW,SEA,540.0,537.0,3.0,AF,886
9475,Air France,BOS,JFK,300.0,297.0,3.0,AF,887
6767,Air France,LAX,SFO,780.0,777.0,3.0,AF,888
5942,Air France,JFK,DEN,180.0,177.0,3.0,AF,889
1423,Air France,DFW,DEN,360.0,363.0,3.0,AF,890
8969,Air France,BOS,MIA,600.0,603.0,3.0,AF,891
9383,Air France,SFO,ATL,840.0,837.0,3.0,AF,892
5476,Air France,LAX,DEN,780.0,778.0,2.0,AF,893
6289,Air France,SFO,DEN,600.0,598.0,2.0,AF,894
6029,Air France,ORD,DEN,420.0,418.0,2.0,AF,895
4866,Air France,SEA,DEN,300.0,302.0,2.0,AF,896
5361,Air France,SFO,DFW,840.0,838.0,2.0,AF,897
9028,Air France,BOS,JFK,900.0,902.0,2.0,AF,898
8392,Air France,BOS,DEN,120.0,118.0,2.0,AF,899
6737,Air France,BOS,MIA,720.0,718.0,2.0,AF,900
7877,Air France,JFK,DEN,120.0,118.0,2.0,AF,901
6403,Air France,SEA,JFK,360.0,358.0,2.0,AF,902
1366,Air France,JFK,MIA,480.0,482.0,2.0,AF,903
4937,Air France,SFO,BOS,120.0,118.0,2.0,AF,904
9459,Air France,DFW,LAX,840.0,842.0,2.0,AF,905
7649,Air France,MIA,ORD,720.0,722.0,2.0,AF,906
2923,Air France,SEA,LAX,840.0,838.0,2.0,AF,907
6574,Air France,MIA,JFK,840.0,838.0,2.0,AF,908
8022,Air France,DFW,SEA,360.0,358.0,2.0,AF,909
9154,Air France,SFO,DFW,780.0,778.0,2.0,AF,910
6145,Air France,DEN,JFK,360.0,358.0,2.0,AF,911
9035,Air France,ATL,JFK,600.0,598.0,2.0,AF,912
1440,Air France,DEN,DFW,180.0,179.0,1.0,AF,913
2989,Air France,SEA,DEN,840.0,839.0,1.0,AF,914
3661,Air France,JFK,DEN,660.0,659.0,1.0,AF,915
8821,Air France,SEA,BOS,420.0,419.0,1.0,AF,916
8791,Air France,DFW,JFK,540.0,539.0,1.0,AF,917
9741,Air France,LAX,ORD,780.0,779.0,1.0,AF,918
4431,Air France,ATL,SFO,360.0,361.0,1.0,AF,919
2575,Air France,BOS,SEA,780.0,781.0,1.0,AF,920
4875,Air France,SEA,ORD,900.0,899.0,1.0,AF,921
6154,Air France,DFW,JFK,600.0,599.0,1.0,AF,922
3534,Air France,ORD,MIA,420.0,421.0,1.0,AF,923
2526,Air France,ATL,LAX,660.0,659.0,1.0,AF,924
3029,Air France,BOS,SEA,480.0,480.0,0.0,AF,925
3852,Air France,DEN,ORD,420.0,420.0,0.0,AF,926
2140,Air France,DFW,SEA,300.0,300.0,0.0,AF,927
1123,Air France,ORD,BOS,480.0,480.0,0.0,AF,928
1931,Air France,DFW,LAX,120.0,120.0,0.0,AF,929
2175,Air France,JFK,DFW,900.0,900.0,0.0,AF,930
9205,Air France,SEA,LAX,660.0,660.0,0.0,AF,931
6943,Air France,SFO,MIA,900.0,900.0,0.0,AF,932
7408,Air France,ORD,ATL,300.0,300.0,0.0,AF,933
4577,Air France,DEN,DFW,480.0,480.0,0.0,AF,934
5272,Air France,ATL,DFW,480.0,480.0,0.0,AF,935
7833,Air France,DFW,MIA,600.0,,,AF,936
1381,Air France,LAX,DFW,240.0,,,AF,937
8793,Air France,JFK,BOS,780.0,,,AF,938
7088,Air France,SFO,DFW,780.0,,,AF,939
5111,Air France,JFK,BOS,300.0,,,AF,940
2157,Air France,SFO,LAX,840.0,,,AF,941
3838,Air France,SFO,BOS,780.0,,,AF,942
7620,Air France,MIA,ATL,720.0,,,AF,943
4880,Air France,SFO,MIA,780.0,,,AF,944
2895,Air France,DEN,ATL,900.0,,,AF,945
7254,Air France,ATL,BOS,600.0,,,AF,946
4002,Air France,ORD,JFK,480.0,,,AF,947
6529,Air France,DFW,BOS,720.0,,,AF,948
7583,Air France,JFK,ATL,840.0,,,AF,949
6054,Air France,BOS,MIA,720.0,,,AF,950
9835,Air France,JFK,ORD,900.0,,,AF,951
2929,Air France,SFO,ORD,720.0,,,AF,952
9693,Air France,LAX,SEA,360.0,,,AF,953
5597,Air France,DEN,BOS,360.0,,,AF,954
2083,Air France,BOS,SFO,840.0,,,AF,955
7958,Air France,MIA,ORD,420.0,,,AF,956
5692,Air France,MIA,ATL,660.0,,,AF,957
7187,Air France,LAX,SEA,780.0,,,AF,958
8997,Air France,ATL,SEA,240.0,,,AF,959
7623,Air France,DEN,DFW,180.0,,,AF,960
4435,Air France,DFW,DEN,660.0,,,AF,961
6052,Air France,ORD,BOS,780.0,,,AF,962
9225,Air France,BOS,SEA,660.0,,,AF,963
8248,Air France,DFW,LAX,240.0,,,AF,964
5466,Air France,DFW,LAX,420.0,,,AF,965
9074,Air France,MIA,LAX,780.0,,,AF,966
8705,Air France,ORD,LAX,720.0,,,AF,967
6536,Air France,MIA,BOS,180.0,,,AF,968
1137,Air France,SFO,ORD,660.0,,,AF,969
4480,Air France,DEN,BOS,840.0,,,AF,970
5822,Air France,BOS,ATL,840.0,,,AF,971
1956,Air France,SEA,DEN,480.0,,,AF,972
8976,Air France,ATL,ORD,660.0,,,AF,973
3097,Air France,BOS,ATL,240.0,,,AF,974
9559,Air France,DEN,ORD,780.0,,,AF,975
6186,Air France,SEA,JFK,660.0,,,AF,976
2104,Air France,DEN,SEA,420.0,,,AF,977
5117,Air France,DEN,LAX,480.0,,,AF,978
5923,Air France,SEA,ORD,900.0,,,AF,979
5743,Air France,LAX,MIA,180.0,,,AF,980
9102,Air France,BOS,ORD,720.0,,,AF,981
6119,Air France,BOS,ORD,120.0,,,AF,982
3328,Air France,JFK,DEN,120.0,,,AF,983
3446,Air France,ORD,DFW,540.0,,,AF,984
3115,Air France,SFO,ATL,120.0,,,AF,985
7436,Air France,SFO,LAX,660.0,,,AF,986
9305,Air France,BOS,LAX,480.0,,,AF,987
2203,Air France,JFK,ATL,480.0,,,AF,988
9462,Air France,ATL,MIA,480.0,,,AF,989
8252,Air France,ATL,SFO,660.0,,,AF,990
6821,Air France,SFO,DFW,600.0,,,AF,991
6426,Air France,ATL,MIA,540.0,,,AF,992
8592,Air France,ATL,ORD,780.0,,,AF,993
3607,Air France,DEN,MIA,300.0,,,AF,994
1732,Air France,ORD,ATL,900.0,,,AF,995
3316,Air France,SFO,MIA,840.0,,,AF,996
3401,Air France,DFW,BOS,480.0,,,AF,997
6249,Air France,BOS,ORD,840.0,,,AF,998
9459,Air France,LAX,ATL,180.0,,,AF,999
1914,Air France,ORD,LAX,600.0,,,AF,1000
2396,Air France,SFO,BOS,180.0,,,AF,1001
3413,Air France,MIA,ATL,240.0,,,AF,1002
6516,Air France,SEA,DEN,300.0,,,AF,1003
4083,Air France,SEA,MIA,180.0,,,AF,1004
6163,Air France,SFO,DFW,420.0,,,AF,1005
4511,Air France,SFO,JFK,720.0,,,AF,1006
2377,Air France,JFK,DFW,480.0,,,AF,1007
5327,Air France,ORD,LAX,420.0,,,AF,1008
6997,Air France,SFO,SEA,240.0,,,AF,1009
3745,Air France,MIA,BOS,780.0,,,AF,1010
7233,Air France,DEN,ATL,600.0,,,AF,1011
4150,Air France,MIA,DFW,300.0,,,AF,1012
4643,Air France,ATL,MIA,120.0,,,AF,1013
5768,Air France,SEA,JFK,900.0,,,AF,1014
7688,Air France,SFO,DFW,240.0,,,AF,1015
8764,Air France,MIA,ORD,300.0,,,AF,1016
2061,Air France,BOS,DFW,240.0,,,AF,1017
5534,Air France,SEA,SFO,120.0,,,AF,1018
3750,Air France,SFO,DFW,120.0,,,AF,1019
9612,Air France,BOS,ATL,420.0,,,AF,1020
2572,Air France,DEN,JFK,600.0,,,AF,1021
